,Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
5470,Netherlands,NLD,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,17.3,17.0,17.1,17.3,17.6,17.7,17.6,17.6,17.5,17.4,17.5,,,
5471,Netherlands,NLD,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5472,Netherlands,NLD,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5473,Netherlands,NLD,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,
5474,Netherlands,NLD,"Population, total",SP.POP.TOTL,13545056.0,13666335.0,13774037.0,13856185.0,13941700.0,14038270.0,14149800.0,14247208.0,14312690.0,14367070.0,14424211.0,14491632.0,14572278.0,14665037.0,14760094.0,14848907.0,14951510.0,15069798.0,15184166.0,15290368.0,15382838.0,15459006.0,15530498.0,15610650.0,15707209.0,15812088.0,15925513.0,16046180.0,16148929.0,16225302.0,16281779.0,16319868.0,16346101.0,16381696.0,16445593.0,16530388.0,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17132854.0,
5475,Netherlands,NLD,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5476,Netherlands,NLD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,,,
5477,Netherlands,NLD,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,,
5480,Netherlands,NLD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,
5481,Netherlands,NLD,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,,,
5482,Netherlands,NLD,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.5,0.5,,,
5592,Nigeria,NGA,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,38.7,,,,,,,45.0,,,,51.9,,,,,,,40.1,,,,,,43.0,,,,,,,,,
5596,Nigeria,NGA,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,23.0,,,,,,,23.4,,,,19.8,,,,,,,22.5,,,,,,21.6,,,,,,,,,
5597,Nigeria,NGA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,28.2,,,,,,,31.4,,,,40.7,,,,,,,29.8,,,,,,32.7,,,,,,,,,
5598,Nigeria,NGA,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,45.0,,,,,,,49.3,,,,56.5,,,,,,,46.0,,,,,,49.0,,,,,,,,,
5599,Nigeria,NGA,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,2.5,,,,,,,1.3,,,,1.3,,,,,,,2.1,,,,,,2.0,,,,,,,,,
5600,Nigeria,NGA,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,6.0,,,,,,,4.0,,,,3.7,,,,,,,5.7,,,,,,5.4,,,,,,,,,
5601,Nigeria,NGA,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,10.4,,,,,,,8.9,,,,7.7,,,,,,,10.4,,,,,,9.7,,,,,,,,,
5602,Nigeria,NGA,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,15.5,,,,,,,14.4,,,,12.3,,,,,,,15.4,,,,,,14.4,,,,,,,,,
5603,Nigeria,NGA,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,44.6,,,,,,,57.2,,,,70.3,,,,,,,72.4,,,,,,84.8,,,,,,,,,
5604,Nigeria,NGA,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,65.7,,,,,,,77.3,,,,90.8,,,,,,,108.2,,,,,,123.1,,,,,,,,,
5605,Nigeria,NGA,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,78.2,,,,,,,92.7,,,,102.8,,,,,,,127.4,,,,,,146.1,,,,,,,,,
5606,Nigeria,NGA,"Population, total",SP.POP.TOTL,61673559.0,63373572.0,65226229.0,67215805.0,69293550.0,71391290.0,73460724.0,75482552.0,77472907.0,79462277.0,81497739.0,83613300.0,85818502.0,88101628.0,90450281.0,92844353.0,95269988.0,97726323.0,100221563.0,102761737.0,105355783.0,108011465.0,110732904.0,113522705.0,116385750.0,119327073.0,122352009.0,125463434.0,128666710.0,131972533.0,135393616.0,138939478.0,142614094.0,146417024.0,150347390.0,154402181.0,158578261.0,162877076.0,167297284.0,171829303.0,176460502.0,181181744.0,185989640.0,190886311.0,
5607,Nigeria,NGA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,21.5,,,,,,,27.4,,,,31.1,,,,,,,21.9,,,,,,21.8,,,,,,,,,
5608,Nigeria,NGA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,40.3,,,,,,,44.0,,,,48.4,,,,,,,40.8,,,,,,40.3,,,,,,,,,
5609,Nigeria,NGA,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,60.1,,,,,,,61.7,,,,65.1,,,,,,,60.7,,,,,,59.6,,,,,,,,,
5611,Nigeria,NGA,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,15.7,,,,,,,14.7,,,,,,,,,,,18.4,,,,,,17.0,,,,,,,,,
5612,Nigeria,NGA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,53.3,,,,,,,57.1,,,,63.5,,,,,,,53.5,,,,,,53.5,,,,,,,,,
5613,Nigeria,NGA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,78.5,,,,,,,77.1,,,,82.0,,,,,,,79.9,,,,,,77.6,,,,,,,,,
5614,Nigeria,NGA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,93.5,,,,,,,92.5,,,,92.8,,,,,,,94.1,,,,,,92.1,,,,,,,,,
5616,Nigeria,NGA,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,43.0,,,,,,,34.1,,,,64.6,,,,,,,48.4,,,,,,46.0,,,,,,,,,
5621,Nigeria,NGA,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,22.0,,,,,,20.1,,,,,,,,,
5623,Nigeria,NGA,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,49.5,,,,,,,36.4,,,,69.8,,,,,,,56.6,,,,,,52.8,,,,,,,,,
5629,Nigeria,NGA,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,13.7,,,,,,11.6,,,,,,,,,
5631,Nigeria,NGA,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,31.7,,,,,,,30.4,,,,58.2,,,,,,,37.9,,,,,,34.1,,,,,,,,,
5680,Norway,NOR,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,31.6,30.6,26.4,27.1,27.0,26.2,25.7,25.3,25.7,26.4,26.8,27.5,,,
5684,Norway,NOR,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,21.0,21.2,23.0,22.6,22.8,22.8,22.8,23.0,22.9,22.9,22.8,22.7,,,
5685,Norway,NOR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,27.1,26.3,21.1,22.2,21.8,21.3,21.0,20.5,20.8,21.3,21.6,22.3,,,
5686,Norway,NOR,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,40.5,39.7,35.5,36.5,36.2,35.6,35.2,34.8,35.2,35.7,35.9,36.5,,,
5687,Norway,NOR,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.5,3.5,3.5,3.7,3.5,3.7,3.8,3.9,3.8,3.7,3.5,3.5,,,
5688,Norway,NOR,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,8.8,9.0,9.2,9.4,9.1,9.4,9.5,9.5,9.4,9.3,9.1,9.0,,,
5689,Norway,NOR,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.3,13.5,14.4,14.1,14.2,14.4,14.5,14.4,14.4,14.2,14.2,14.1,,,
5690,Norway,NOR,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,16.4,16.6,18.0,17.5,17.7,17.9,18.0,18.2,18.1,17.9,17.9,17.7,,,
5691,Norway,NOR,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5692,Norway,NOR,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5693,Norway,NOR,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5694,Norway,NOR,"Population, total",SP.POP.TOTL,3985258.0,4007313.0,4026152.0,4043205.0,4058671.0,4072517.0,4085620.0,4099702.0,4114787.0,4128432.0,4140099.0,4152516.0,4167354.0,4186905.0,4209488.0,4226901.0,4241473.0,4261732.0,4286401.0,4311991.0,4336613.0,4359184.0,4381336.0,4405157.0,4431464.0,4461913.0,4490967.0,4513751.0,4538159.0,4564855.0,4591910.0,4623291.0,4660677.0,4709153.0,4768212.0,4828726.0,4889252.0,4953088.0,5018573.0,5079623.0,5137232.0,5190239.0,5234519.0,5282223.0,
5695,Norway,NOR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5696,Norway,NOR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.1,,,
5697,Norway,NOR,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.2,,,
5700,Norway,NOR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,
5701,Norway,NOR,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
5702,Norway,NOR,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
5812,Panama,PAN,GINI index (World Bank estimate),SI.POV.GINI,,,,,,48.7,,,,,,,,,,58.9,,58.2,,,,57.8,,58.2,57.5,56.5,56.8,56.9,56.2,55.8,54.8,53.8,54.6,52.7,52.7,51.8,51.6,51.3,51.7,51.5,50.5,50.8,50.4,49.9,
5816,Panama,PAN,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,21.7,,,,,,,,,,20.9,,20.8,,,,20.3,,19.7,19.8,20.1,19.7,20.3,19.9,20.0,20.3,20.7,20.4,20.7,20.0,20.1,20.2,20.3,20.3,20.3,20.7,20.5,21.0,20.9,
5817,Panama,PAN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,36.0,,,,,,,,,,42.9,,42.5,,,,43.2,,44.1,43.4,42.5,43.4,42.8,43.1,42.3,41.3,40.2,41.1,39.7,40.7,40.1,39.7,39.7,39.7,39.6,38.5,39.0,37.9,37.7,
5818,Panama,PAN,Income share held by highest 20%,SI.DST.05TH.20,,,,,,53.4,,,,,,,,,,61.0,,60.6,,,,60.5,,61.3,60.6,59.8,60.3,60.0,59.9,59.6,58.7,57.7,58.4,56.6,57.0,56.4,56.0,55.8,56.1,56.0,54.8,55.3,54.8,54.2,
5819,Panama,PAN,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,1.5,,,,,,,,,,0.0,,0.1,,,,0.1,,0.3,0.2,0.3,0.5,0.5,0.8,0.7,0.8,0.8,0.7,1.0,1.0,1.2,1.1,1.1,1.0,1.1,1.0,1.1,1.1,1.1,
5820,Panama,PAN,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,3.9,,,,,,,,,,0.8,,1.2,,,,1.4,,1.7,1.6,1.9,2.1,1.9,2.5,2.4,2.6,2.7,2.5,3.0,3.2,3.5,3.3,3.4,3.2,3.3,3.4,3.4,3.3,3.4,
5821,Panama,PAN,Income share held by second 20%,SI.DST.02ND.20,,,,,,7.9,,,,,,,,,,5.7,,5.9,,,,6.2,,6.2,6.4,6.6,6.5,6.2,6.4,6.5,6.7,6.9,6.8,7.2,7.5,7.6,7.8,7.8,7.8,7.7,8.1,8.0,8.0,8.1,
5822,Panama,PAN,Income share held by third 20%,SI.DST.03RD.20,,,,,,13.1,,,,,,,,,,11.6,,11.5,,,,11.6,,11.1,11.5,11.5,11.3,11.5,11.3,11.5,11.7,11.9,11.8,12.4,12.4,12.4,12.6,12.6,12.7,12.7,13.1,12.8,12.9,13.3,
5823,Panama,PAN,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,0.2,,,,,,,,,,0.6,,0.6,,,,0.4,,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,
5824,Panama,PAN,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,0.4,,,,,,,,,,0.8,,0.8,,,,0.7,,0.7,0.7,0.6,0.6,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.4,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,
5825,Panama,PAN,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,0.8,,,,,,,,,,1.2,,1.2,,,,1.1,,1.1,1.1,1.1,1.1,1.3,1.2,1.2,1.1,1.2,1.2,1.1,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,
5826,Panama,PAN,"Population, total",SP.POP.TOTL,1699113.0,1745205.0,1791453.0,1837890.0,1884515.0,1931389.0,1978578.0,2026065.0,2073844.0,2121939.0,2170409.0,2219276.0,2268574.0,2318332.0,2368618.0,2419491.0,2471009.0,2523181.0,2576018.0,2629644.0,2684183.0,2739730.0,2796344.0,2853941.0,2912328.0,2971197.0,3030347.0,3089684.0,3149265.0,3209174.0,3269541.0,3330465.0,3391905.0,3453807.0,3516268.0,3579385.0,3643222.0,3707782.0,3772938.0,3838462.0,3903986.0,3969249.0,4034119.0,4098587.0,
5827,Panama,PAN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,1.7,,,,,,,,,,16.3,,14.0,,,,11.0,,9.2,9.9,8.5,6.6,8.0,4.5,4.6,4.0,3.8,4.5,2.7,1.4,0.8,1.3,0.9,1.3,0.8,1.1,0.5,0.5,0.9,
5828,Panama,PAN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,6.9,,,,,,,,,,21.4,,19.0,,,,14.9,,13.3,13.7,12.0,10.5,13.0,9.4,9.3,8.4,8.0,8.8,6.6,4.3,3.0,3.8,2.9,3.6,2.7,3.1,2.1,2.1,2.2,
5829,Panama,PAN,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,17.0,,,,,,,,,,30.3,,27.8,,,,22.2,,20.9,21.1,19.2,17.9,21.3,17.9,17.3,16.3,15.8,16.2,13.7,9.8,8.6,9.0,7.4,8.0,7.0,7.1,5.9,5.8,5.6,
5832,Panama,PAN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,8.1,,,,,,,,,,23.9,,21.9,,,,16.3,,15.0,15.2,13.4,12.4,15.5,11.2,11.2,10.1,10.0,10.5,7.8,5.2,3.2,4.5,3.0,4.1,2.8,3.5,2.0,2.2,2.5,
5833,Panama,PAN,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,21.0,,,,,,,,,,34.4,,31.4,,,,24.7,,23.3,23.9,21.2,20.2,24.9,21.6,20.7,19.7,18.7,19.0,16.5,11.8,9.5,10.7,8.6,10.0,8.1,8.3,6.7,7.0,6.3,
5834,Panama,PAN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,40.0,,,,,,,,,,50.3,,48.3,,,,39.4,,39.2,38.9,37.0,35.5,40.5,37.6,36.1,35.0,34.8,34.0,30.6,23.3,23.0,21.8,18.5,18.9,18.2,16.9,15.4,14.6,14.1,
5835,Panama,PAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,33.4,29.8,27.6,26.5,25.8,25.6,23.0,22.1,,
5836,Panama,PAN,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,,,36.6,38.3,36.5,33.8,33.4,29.8,27.6,26.5,25.8,25.6,23.0,22.1,,
5843,Panama,PAN,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,62.3,59.4,59.6,54.1,50.4,49.9,,,,,,
5851,Panama,PAN,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,22.1,19.6,19.1,16.6,15.3,14.7,,,,,,
6032,Poland,POL,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,26.7,,,32.7,,32.3,32.6,33.0,32.8,34.1,34.9,35.4,34.5,33.7,33.5,33.7,33.6,33.2,32.8,32.4,32.5,32.1,31.8,30.8,,
6036,Poland,POL,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,23.2,,,21.9,,22.2,22.3,22.3,22.5,22.3,22.4,22.6,22.3,22.4,22.2,22.1,22.1,22.2,22.4,22.3,22.5,22.6,22.5,22.4,,
6037,Poland,POL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,21.0,,,26.5,,25.9,25.8,26.1,25.8,26.7,27.0,27.0,27.0,26.4,26.5,26.7,26.6,26.2,25.9,25.6,25.6,25.2,25.1,24.6,,
6038,Poland,POL,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,35.9,,,41.1,,40.7,40.8,41.0,40.9,41.9,42.4,42.7,42.2,41.6,41.5,41.7,41.7,41.3,40.9,40.7,40.7,40.2,40.1,39.5,,
6039,Poland,POL,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,3.9,,,3.5,,3.4,3.3,3.2,3.2,3.1,3.0,2.8,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.6,,
6040,Poland,POL,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,9.2,,,8.2,,8.2,8.0,7.9,7.8,7.6,7.3,7.1,7.5,7.7,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,8.1,8.5,,
6041,Poland,POL,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,13.7,,,12.4,,12.5,12.4,12.3,12.3,12.0,11.7,11.5,11.8,12.0,12.1,12.1,12.1,12.2,12.3,12.4,12.4,12.5,12.5,12.8,,
6042,Poland,POL,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,17.9,,,16.4,,16.5,16.5,16.5,16.5,16.2,16.1,16.1,16.2,16.3,16.3,16.3,16.2,16.4,16.6,16.6,16.6,16.8,16.8,16.8,,
6043,Poland,POL,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,0.1,,,1.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6044,Poland,POL,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,1.3,,,8.0,,0.3,0.4,0.5,0.6,0.6,0.4,0.5,0.6,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.0,,
6045,Poland,POL,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,9.8,,,22.5,,3.7,4.1,4.3,4.5,4.8,4.1,3.8,4.5,3.5,2.7,2.1,1.8,1.8,1.9,1.8,1.7,1.6,1.4,0.8,,
6046,Poland,POL,"Population, total",SP.POP.TOTL,33678899.0,34015199.0,34356300.0,34689050.0,34965600.0,35247217.0,35574150.0,35898587.0,36230481.0,36571808.0,36904134.0,37201885.0,37456119.0,37668045.0,37824487.0,37961529.0,38110782.0,38246193.0,38363667.0,38461408.0,38542652.0,38594998.0,38624370.0,38649660.0,38663481.0,38660271.0,38258629.0,38248076.0,38230364.0,38204570.0,38182222.0,38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37975841.0,
6047,Poland,POL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,0.0,,,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6048,Poland,POL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,0.5,,,4.5,,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,
6049,Poland,POL,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,5.9,,,19.6,,1.8,2.1,2.4,2.5,2.8,2.2,2.3,2.6,1.8,1.3,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.6,0.3,,
6052,Poland,POL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,0.2,,,2.7,,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6053,Poland,POL,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,3.4,,,20.7,,0.9,1.0,1.3,1.5,1.6,1.1,1.4,1.6,0.9,0.6,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.2,0.1,,
6054,Poland,POL,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,25.4,,,58.3,,9.5,10.7,11.2,11.8,12.6,10.8,10.1,11.9,9.1,7.0,5.4,4.8,4.7,4.9,4.7,4.6,4.2,3.6,2.1,,
6055,Poland,POL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,19.1,17.3,16.9,17.1,17.6,17.7,17.1,17.3,17.0,17.6,17.3,15.0,,
6056,Poland,POL,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,14.8,15.6,16.6,,20.5,19.1,17.3,16.9,17.1,17.6,17.7,17.1,17.3,17.0,17.6,17.3,15.0,,
6120,Romania,ROU,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,23.3,,,25.5,,28.2,,,,,,,,,,,,39.6,37.5,36.4,35.6,35.5,35.9,36.5,36.9,36.0,35.9,,,
6124,Romania,ROU,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,23.0,,,23.2,,22.6,,,,,,,,,,,,22.8,23.2,23.5,23.7,24.2,24.6,24.3,24.6,24.7,24.7,,,
